nctid	age	count
NCT01109147	>=65 years	0.0
NCT01109147	between 18 and 65 years	67.0
NCT01109524	<=18 years	0.0
NCT01109524	>=65 years	24.0
NCT01109524	between 18 and 65 years	36.0
NCT01109576	<=18 years	0.0
NCT01109576	>=65 years	12.0
NCT01109576	between 18 and 65 years	1.0
NCT01109979	<=18 years	0.0
NCT01109979	>=65 years	6.0
NCT01109979	between 18 and 65 years	18.0
NCT01110174	<=18 years	
NCT01110174	>=65 years	
NCT01110174	between 18 and 65 years	
NCT01110252	<=18 years	0.0
NCT01110252	>=65 years	1.0
NCT01110252	between 18 and 65 years	3.0
NCT01110395	<=18 years	0.0
NCT01110395	>=65 years	0.0
NCT01110395	between 18 and 65 years	15.0
NCT01110499	45 to 65 years	82.0
NCT01110499	<45 years	4.0
NCT01110499	>65 years	77.0
NCT01110707	<=18 years	0.0
NCT01110707	>=65 years	0.0
NCT01110707	between 18 and 65 years	131.0
NCT01110915	<=18 years	0.0
NCT01110915	>=65 years	180.0
NCT01110915	between 18 and 65 years	83.0
NCT01111110	<=18 years	0.0
NCT01111110	>=65 years	0.0
NCT01111110	between 18 and 65 years	7.0
NCT01111123	<=18 years	0.0
NCT01111123	>=65 years	0.0
NCT01111123	between 18 and 65 years	41.0
NCT01111370	<=18 years	0.0
NCT01111370	>=65 years	2.0
NCT01111370	between 18 and 65 years	58.0
NCT01111526	<=18 years	0.0
NCT01111526	>=65 years	4.0
NCT01111526	between 18 and 65 years	18.0
NCT01111825	<=18 years	0.0
NCT01111825	>=65 years	14.0
NCT01111825	between 18 and 65 years	85.0
NCT01111838	<=18 years	0.0
NCT01111838	>=65 years	4.0
NCT01111838	between 18 and 65 years	18.0
NCT01111851	< = 18 years	0.0
NCT01111851	> = 55 years	0.0
NCT01111851	between 18 and 55 years	16.0
NCT01112059	<=18 years	0.0
NCT01112059	>=65 years	0.0
NCT01112059	between 18 and 65 years	39.0
NCT01112241	<=18 years	0.0
NCT01112241	>=65 years	0.0
NCT01112241	between 18 and 65 years	17.0
NCT01112293	<=18 years	0.0
NCT01112293	>=65 years	11.0
NCT01112293	between 18 and 65 years	3.0
NCT01112514	<=18 years	0.0
NCT01112514	>=65 years	1.0
NCT01112514	between 18 and 65 years	3.0
NCT01112670	<=18 years	0.0
NCT01112670	>=65 years	0.0
NCT01112670	between 18 and 65 years	33.0
NCT01112683	<=18 years	0.0
NCT01112683	>=65 years	0.0
NCT01112683	between 18 and 65 years	39.0
NCT01112696	<=18 years	1.0
NCT01112696	>=65 years	7.0
NCT01112696	between 18 and 65 years	92.0
NCT01112865	≥65 years	2.0
NCT01112865	≤7 years	28.0
NCT01112865	between 18 and 44 years	18.0
NCT01112865	between 45 and 64 years	22.0
NCT01112865	between 8 and 17 years	50.0
NCT01112982	<=18 years	0.0
NCT01112982	>=65 years	5.0
NCT01112982	between 18 and 65 years	67.0
NCT01113385	<=18 years	7.0
NCT01113385	>=65 years	0.0
NCT01113385	between 18 and 65 years	0.0
NCT01113580	18 to 59 years	60.0
NCT01113580	< 18 years	0.0
NCT01113580	>= 60 years	60.0
NCT01113710	<=18 years	0.0
NCT01113710	>=65 years	408.0
NCT01113710	between 18 and 65 years	278.0
NCT01113710	missing	1.0
NCT01113749	<=18 years	0.0
NCT01113749	>=65 years	256.0
NCT01113749	between 18 and 65 years	0.0
NCT01113879	<=18 years	0.0
NCT01113879	>=65 years	1.0
NCT01113879	between 18 and 65 years	8.0
NCT01113892	<=18 years	0.0
NCT01113892	>=65 years	101.0
NCT01113892	between 18 and 65 years	102.0
NCT01113931	<30 years	333.0
NCT01113931	>40 years	5.0
NCT01113931	between 30 and 40 years	40.0
NCT01114334	<=18 years	0.0
NCT01114334	>=65 years	11.0
NCT01114334	between 18 and 65 years	157.0
NCT01114360	<=18 years	0.0
NCT01114360	>=65 years	0.0
NCT01114360	between 18 and 65 years	36.0
NCT01114373	<=18 years	0.0
NCT01114373	>=65 years	0.0
NCT01114373	between 18 and 65 years	36.0
NCT01114438	<=18 years	0.0
NCT01114438	>=65 years	0.0
NCT01114438	between 18 and 65 years	45.0
NCT01114581	<=18 years	0.0
NCT01114581	>=65 years	0.0
NCT01114581	between 18 and 65 years	38.0
NCT01114646	<=18 years	0.0
NCT01114646	>=65 years	130.0
NCT01114646	between 18 and 65 years	0.0
NCT01114672	<=18 years	0.0
NCT01114672	>=65 years	26.0
NCT01114672	between 18 and 65 years	24.0
NCT01114724	<=18 years	1.0
NCT01114724	>=65 years	12.0
NCT01114724	between 18 and 65 years	37.0
NCT01114737	<18 years	86.0
NCT01114737	>=18 years	120.0
NCT01114828	<=18 years	0.0
NCT01114828	>=65 years	22.0
NCT01114828	between 18 and 65 years	18.0
NCT01114893	<=18 years	0.0
NCT01114893	>=65 years	35.0
NCT01114893	between 18 and 65 years	32.0
NCT01115101	<=18 years	0.0
NCT01115101	>=65 years	0.0
NCT01115101	between 18 and 65 years	239.0
NCT01115166	<=18 years	0.0
NCT01115166	>=65 years	8.0
NCT01115166	between 18 and 65 years	2.0
NCT01115231	<=18 years	0.0
NCT01115231	>=65 years	183.0
NCT01115231	between 18 and 65 years	40.0
NCT01115569	<=18 years	0.0
NCT01115569	>=65 years	66.0
NCT01115569	between 18 and 65 years	572.0
NCT01115933	<=18 years	0.0
NCT01115933	>=65 years	49.0
NCT01115933	between 18 and 65 years	15.0
NCT01115998	<=18 years	34.0
NCT01115998	>=65 years	0.0
NCT01115998	between 18 and 65 years	0.0
NCT01116466	<=18 years	0.0
NCT01116466	>=65 years	1.0
NCT01116466	between 18 and 65 years	4.0
NCT01116687	<=18 years	0.0
NCT01116687	>=65 years	9.0
NCT01116687	between 18 and 65 years	28.0
NCT01116739	<=18 years	897.0
NCT01116739	>=65 years	0.0
NCT01116739	between 18 and 65 years	897.0
NCT01116921	<=18 years	103.0
NCT01116921	>=65 years	0.0
NCT01116921	between 18 and 65 years	0.0
NCT01116934	<=18 years	5.0
NCT01116934	>=65 years	0.0
NCT01116934	between 18 and 65 years	12.0
NCT01116986	<=18 years	3.0
NCT01116986	>=65 years	27.0
NCT01116986	between 18 and 65 years	607.0
NCT01117090	<=18 years	7.0
NCT01117090	>=65 years	3.0
NCT01117090	between 18 and 65 years	37.0
NCT01117181	<=18 years	0.0
NCT01117181	>=65 years	54.0
NCT01117181	between 18 and 65 years	6.0
NCT01117311	<=18 years	0.0
NCT01117311	>=65 years	0.0
NCT01117311	between 18 and 65 years	7.0
NCT01117428	<=18 years	0.0
NCT01117428	>=65 years	54.0
NCT01117428	between 18 and 65 years	57.0
NCT01117454	<=18 years	10.0
NCT01117454	>=65 years	0.0
NCT01117454	between 18 and 65 years	4.0
NCT01117766	18 to 44 years	9.0
NCT01117766	45 to 64 years	12.0
NCT01117766	>=65 years	10.0
NCT01117870	<=18 years	0.0
NCT01117870	>=65 years	9.0
NCT01117870	between 18 and 65 years	22.0
NCT01118052	40 - 49 years	1.0
NCT01118052	< 40 years	0.0
NCT01118052	50 - 59 years	12.0
NCT01118052	60 - 69 years	5.0
NCT01118052	70 - 79 years	2.0
NCT01118091	<=18 years	0.0
NCT01118091	>=65 years	1.0
NCT01118091	between 18 and 65 years	11.0
NCT01118143	<=18 years	0.0
NCT01118143	>=65 years	16.0
NCT01118143	between 18 and 65 years	117.0
NCT01118312	<=18 years	151.0
NCT01118312	>=65 years	0.0
NCT01118312	between 18 and 65 years	237.0
NCT01118741	<=18 years	0.0
NCT01118741	>=65 years	8.0
NCT01118741	between 18 and 65 years	11.0
NCT01118845	20-29 years	0.0
NCT01118845	30-39 years	1.7
NCT01118845	40-49 years	8.5
NCT01118845	50-59 years	16.9
NCT01118845	60-69 years	39.0
NCT01118845	<65 years	37.3
NCT01118845	≥65 years	62.7
NCT01118845	70-75 years	33.9
NCT01118949	<=18 years	3.0
NCT01118949	>=65 years	0.0
NCT01118949	between 18 and 65 years	46.0
NCT01118962	<=18 years	3.0
NCT01118962	>=65 years	0.0
NCT01118962	between 18 and 65 years	36.0
NCT01119105	<=18 years	0.0
NCT01119105	>=65 years	10.0
NCT01119105	between 18 and 65 years	197.0
NCT01119222	<=18 years	0.0
NCT01119222	>=65 years	0.0
NCT01119222	between 18 and 65 years	19.0
NCT01119248	<=18 years	120.0
NCT01119248	>=65 years	0.0
NCT01119248	between 18 and 65 years	0.0
NCT01119755	<=18 years	0.0
NCT01119755	>=65 years	37.0
NCT01119755	between 18 and 65 years	43.0
NCT01119768	<=18 years	0.0
NCT01119768	>=65 years	22.0
NCT01119768	between 18 and 65 years	283.0
NCT01119846	18-60 years	100.0
NCT01120028	<=18 yearsage, period 1	0.0
NCT01120028	<=18 yearsage, period 2	0.0
NCT01120028	>=65 yearsage, period 1	155.0
NCT01120028	>=65 yearsage, period 2	69.0
NCT01120028	between 18 and 65 yearsage, period 1	697.0
NCT01120028	between 18 and 65 yearsage, period 2	325.0
NCT01120093	<=18 years	0.0
NCT01120093	>=65 years	32.0
NCT01120093	between 18 and 65 years	47.0
NCT01120197	<=18 years	0.0
NCT01120197	>=65 years	89.0
NCT01120197	between 18 and 65 years	0.0
NCT01120210	<=18 years	0.0
NCT01120210	>=65 years	16.0
NCT01120210	between 18 and 65 years	46.0
NCT01120223	<=18 years	78.0
NCT01120223	>=65 years	0.0
NCT01120223	between 18 and 65 years	0.0
NCT01120379	<=18 years	0.0
NCT01120379	>=65 years	2495.0
NCT01120379	between 18 and 65 years	2525.0
NCT01120626	<=18 years	19.0
NCT01120626	>=65 years	0.0
NCT01120626	between 18 and 65 years	23.0
NCT01120639	<=18 years	0.0
NCT01120639	>=65 years	16.0
NCT01120639	between 18 and 65 years	14.0
NCT01120704	<=18 years	2.0
NCT01120704	>=65 years	49.0
NCT01120704	between 18 and 65 years	493.0
NCT01120899	<=18 years	0.0
NCT01120899	>=65 years	2.0
NCT01120899	between 18 and 65 years	4.0
NCT01120990	<=18 years	0.0
NCT01120990	>=65 years	16.0
NCT01120990	between 18 and 65 years	35.0
NCT01121211	<=18 years	0.0
NCT01121211	>=65 years	0.0
NCT01121211	between 18 and 65 years	90.0
NCT01121900	<=18 years	0.0
NCT01121900	>=65 years	0.0
NCT01121900	between 18 and 65 years	26.0
NCT01121913	<=18 years	0.0
NCT01121913	>=65 years	0.0
NCT01121913	between 18 and 65 years	24.0
NCT01121926	<=18 years	0.0
NCT01121926	>=65 years	0.0
NCT01121926	between 18 and 65 years	30.0
NCT01121991	<35 years	22.0
NCT01121991	>=35 years	30.0
NCT01122108	<=18 years	0.0
NCT01122108	>=65 years	3.0
NCT01122108	between 18 and 65 years	39.0
NCT01122160	<=18 years	0.0
NCT01122160	>=65 years	0.0
NCT01122160	between 18 and 65 years	11.0
NCT01122238	<=18 years	6.0
NCT01122238	>=65 years	59.0
NCT01122238	between 18 and 65 years	452.0
NCT01122446	<=18 years	50.0
NCT01122446	>=65 years	0.0
NCT01122446	between 18 and 65 years	0.0
NCT01122576	40 - 49 years	2.0
NCT01122576	<40 years	0.0
NCT01122576	50-59 years	23.0
NCT01122576	60-69 years	37.0
NCT01122576	70-79 years	15.0
NCT01122576	≥ 80	1.0
NCT01123148	<=18 years	0.0
NCT01123148	>=65 years	0.0
NCT01123148	between 18 and 65 years	12.0
NCT01123200	<=18 years	0.0
NCT01123200	>=65 years	0.0
NCT01123200	between 18 and 65 years	1.0
NCT01123356	<=18 years	0.0
NCT01123356	>=65 years	10.0
NCT01123356	between 18 and 65 years	11.0
NCT01123395	<=18 years	0.0
NCT01123395	>=65 years	0.0
NCT01123395	between 18 and 65 years	16.0
NCT01123655	<=18 years	0.0
NCT01123655	>=65 years	4.0
NCT01123655	between 18 and 65 years	18.0
NCT01123889	<=18 years	0.0
NCT01123889	>=65 years	2.0
NCT01123889	between 18 and 65 years	10.0
NCT01123928	<=18 years	0.0
NCT01123928	>=65 years	386.0
NCT01123928	between 18 and 65 years	48.0
NCT01123941	<=18 years	0.0
NCT01123941	>=65 years	0.0
NCT01123941	between 18 and 65 years	50.0
NCT01124045	children: 2 to 3 years	19.0
NCT01124045	infants and toddlers: 28 days to 23 months	54.0
NCT01124045	newborns: 0 to 27 days	6.0
NCT01124149	<=18 years	10.0
NCT01124149	>=65 years	51.0
NCT01124149	between 18 and 65 years	656.0
NCT01124162	<=18 years	0.0
NCT01124162	>=65 years	0.0
NCT01124162	between 18 and 65 years	80.0
NCT01124175	<=18 years	0.0
NCT01124175	>=65 years	5.0
NCT01124175	between 18 and 65 years	75.0
NCT01124188	<=18 years	0.0
NCT01124188	>=65 years	89.0
NCT01124188	between 18 and 65 years	50.0
NCT01124292	<=18 years	1.0
NCT01124292	>=65 years	0.0
NCT01124292	between 18 and 65 years	33.0
NCT01124305	<=18 years	0.0
NCT01124305	>=65 years	48.0
NCT01124305	between 18 and 65 years	22.0
NCT01124643	>=65 years	3.0
NCT01124643	between 18 and 65 years	32.0
NCT01124734	<=18 years	0.0
NCT01124734	>=65 years	2.0
NCT01124734	between 18 and 65 years	15.0
NCT01124786	<=18 years	0.0
NCT01124786	>=65 years	148.0
NCT01124786	between 18 and 65 years	219.0
NCT01124838	< 65 years	246.0
NCT01124838	≥ 65 years	15.0
NCT01124864	< 65 years	108.0
NCT01124864	>= 65 years	45.0
NCT01124955	between 18 and 65 years	80.0
NCT01125046	<=18 years	0.0
NCT01125046	>=65 years	13.0
NCT01125046	between 18 and 65 years	37.0
NCT01125176	<=18 years	0.0
NCT01125176	>=65 years	3.0
NCT01125176	between 18 and 65 years	11.0
NCT01125189	<65 years	385.0
NCT01125189	≥65 years	10.0
NCT01125605	<=18 years	72.0
NCT01125605	>=65 years	41.0
NCT01125605	between 18 and 65 years	212.0
NCT01125722	<=18 years	0.0
NCT01125722	>=65 years	31.0
NCT01125722	between 18 and 65 years	43.0
NCT01125800	≤ 10 years	23.0
NCT01125800	>10 years to 17 years	37.0
NCT01125800	18-65 years	16.0
NCT01125813	<=18 years	0.0
NCT01125813	>=65 years	1.0
NCT01125813	between 18 and 65 years	31.0
NCT01126060	<=18 years	0.0
NCT01126060	>=65 years	0.0
NCT01126060	between 18 and 65 years	80.0
NCT01126268	<=18 years	28.0
NCT01126268	>=65 years	4.0
NCT01126268	between 18 and 65 years	6.0
NCT01126359	<=18 years	0.0
NCT01126359	>=65 years	0.0
NCT01126359	between 18 and 65 years	11.0
NCT01126671	<=18 years	50.0
NCT01126671	>=65 years	0.0
NCT01126671	between 18 and 65 years	4.0
NCT01127087	<=18 years	0.0
NCT01127087	>=65 years	2.0
NCT01127087	between 18 and 65 years	8.0
NCT01127139	age not reported	3828.0
NCT01127438	<65 years	77.0
NCT01127438	>=65 years	76.0
NCT01127581	<=18 years	0.0
NCT01127581	>=65 years	0.0
NCT01127581	between 18 and 65 years	1358.0
NCT01127607	<=18 years	0.0
NCT01127607	>=65 years	0.0
NCT01127607	between 18 and 65 years	27.0
NCT01127659	<=18 years	0.0
NCT01127659	>=65 years	0.0
NCT01127659	between 18 and 65 years	137.0
NCT01127763	<=18 years	0.0
NCT01127763	>=65 years	6.0
NCT01127763	between 18 and 65 years	19.0
NCT01128049	<=18 years	0.0
NCT01128049	>=65 years	0.0
NCT01128049	between 18 and 65 years	15.0
NCT01128179	>=18 years	35.0
NCT01128244	<=18 years	0.0
NCT01128244	>=65 years	0.0
NCT01128244	between 18 and 65 years	13.0
NCT01128270	<=18 years	0.0
NCT01128270	>=65 years	0.0
NCT01128270	between 18 and 65 years	27.0
NCT01128361	<=18 years	0.0
NCT01128361	>=65 years	76.0
NCT01128361	between 18 and 65 years	0.0
NCT01128621	36 to 65 years	73.0
NCT01128842	<=18 years	0.0
NCT01128842	>=65 years	1.0
NCT01128842	between 18 and 65 years	6.0
NCT01129102	30 year of age and older	125.0
NCT01129102	under 30 years of age	81.0
NCT01129128	<=18 years	0.0
NCT01129128	>=65 years	0.0
NCT01129128	between 18 and 65 years	67.0
NCT01129141	<=18 years	0.0
NCT01129141	>=65 years	67.0
NCT01129141	between 18 and 65 years	138.0
NCT01129284	<=18 years	0.0
NCT01129284	>=65 years	4.0
NCT01129284	between 18 and 65 years	11.0
NCT01129531	18 to < 40 years	6.0
NCT01129531	40 to < 65 years	85.0
NCT01129531	65 to < 75 years	132.0
NCT01129531	≥ 75 years	71.0
NCT01129583	<=18 years	0.0
NCT01129583	>=65 years	2.0
NCT01129583	between 18 and 65 years	16.0
NCT01129622	<=18 years	0.0
NCT01129622	>=65 years	0.0
NCT01129622	between 18 and 65 years	16.0
NCT01129765	<=18 years	30.0
NCT01129765	>=65 years	0.0
NCT01129765	between 18 and 65 years	0.0
NCT01129804	<=18 years	0.0
NCT01129804	>=65 years	0.0
NCT01129804	between 18 and 65 years	193.0
NCT01129882	<=18 years	0.0
NCT01129882	>=65 years	0.0
NCT01129882	between 18 and 65 years	709.0
NCT01129921	<=18 years	0.0
NCT01129921	>=65 years	25.0
NCT01129921	between 18 and 65 years	15.0
NCT01130051	<=18 years	0.0
NCT01130051	>=65 years	0.0
NCT01130051	between 18 and 65 years	16.0
NCT01130103	<=18 years	0.0
NCT01130103	>=65 years	0.0
NCT01130103	between 18 and 65 years	37.0
NCT01130272	18 to 25 years	56.0
NCT01130272	26 to 35 years	145.0
NCT01130272	36 to 45 years	169.0
NCT01130272	46 to 55 years	253.0
NCT01130272	56 to 65 years	166.0
NCT01130493	<=18 years	0.0
NCT01130493	>=65 years	41.0
NCT01130493	between 18 and 65 years	50.0
NCT01130597	<=18 years	0.0
NCT01130597	>=65 years	46.0
NCT01130597	between 18 and 65 years	17.0
NCT01130831	>=18 years	61.0
NCT01130844	5 to 17 years, inclusive	52.0
NCT01130883	18 to 29 years of age	281.0
NCT01130883	30 to 39 years of age	544.0
NCT01130883	40 to 49 years of age	589.0
NCT01130883	50 to 59 years of age	680.0
NCT01130883	60 to 69 years of age	630.0
NCT01130883	70 to 79 years of age	305.0
NCT01130883	80 to 89 years of age	92.0
NCT01130883	90 years of age and older	7.0
NCT01130883	less than 18 years of age	2.0
NCT01130974	between 18 and 62 years	200.0
NCT01131052	<=18 years	0.0
NCT01131052	>=65 years	145.0
NCT01131052	between 18 and 65 years	5.0
NCT01131065	<=18 years	0.0
NCT01131065	>=65 years	0.0
NCT01131065	between 18 and 65 years	15.0
NCT01131299	<=18 years	2.0
NCT01131299	>=65 years	2.0
NCT01131299	between 18 and 65 years	99.0
NCT01131312	<=18 years	265.0
NCT01131312	>=65 years	24.0
NCT01131312	between 18 and 65 years	4771.0
NCT01131494	<=18 years	0.0
NCT01131494	>=65 years	5.0
NCT01131494	between 18 and 65 years	12.0
NCT01132378	<=18 years	0.0
NCT01132378	>=65 years	0.0
NCT01132378	between 18 and 65 years	40.0
NCT01132651	<=18 years	0.0
NCT01132651	>=65 years	0.0
NCT01132651	between 18 and 65 years	9.0
NCT01132690	<=18 years	11.0
NCT01132690	>=65 years	0.0
NCT01132690	between 18 and 65 years	0.0
NCT01132820	20-29 years	0.0
NCT01132820	30-39 years	0.0
NCT01132820	40-49 years	3.0
NCT01132820	50-59 years	10.0
NCT01132820	60-69 years	20.0
NCT01132820	70-79 years	12.0
NCT01132820	80-89 years	3.0
NCT01133158	<=18 years	0.0
NCT01133158	>=65 years	28.0
NCT01133158	between 18 and 65 years	32.0
NCT01133275	<=18 years	0.0
NCT01133275	>=65 years	20.0
NCT01133275	between 18 and 65 years	8.0
NCT01133405	<=18 years	0.0
NCT01133405	>=65 years	0.0
NCT01133405	between 18 and 65 years	39.0
NCT01133418	<=18 years	72.0
NCT01133418	>=65 years	0.0
NCT01133418	between 18 and 65 years	0.0
NCT01133847	<=18 years	216.0
NCT01133847	>=65 years	0.0
NCT01133847	between 18 and 65 years	0.0
NCT01133860	<=18 years	1.0
NCT01133860	>=65 years	0.0
NCT01133860	between 18 and 65 years	11.0
NCT01133977	18 years and older	97.0
NCT01134016	<=18 years	0.0
NCT01134016	>=65 years	6.0
NCT01134016	between 18 and 65 years	7.0
NCT01134510	<=18 years	0.0
NCT01134510	>=65 years	0.0
NCT01134510	between 18 and 65 years	20.0
NCT01134575	<=18 years	5.0
NCT01134575	>=65 years	20.0
NCT01134575	between 18 and 65 years	65.0
NCT01134731	<=18 years	0.0
NCT01134731	>=65 years	0.0
NCT01134731	between 18 and 65 years	54.0
NCT01134783	<=18 years	0.0
NCT01134783	>=65 years	0.0
NCT01134783	between 18 and 65 years	441.0
NCT01134887	<=18 years	0.0
NCT01134887	>=65 years	9.0
NCT01134887	between 18 and 65 years	21.0
NCT01134900	<=18 years	0.0
NCT01134900	>=65 years	165.0
NCT01134900	between 18 and 65 years	231.0
NCT01135069	<=18 years	233.0
NCT01135069	>=65 years	0.0
NCT01135069	between 18 and 65 years	247.0
NCT01135134	between 12 and 15 years	113.0
NCT01135134	between 5 and 11 years	220.0
NCT01135186	<=18 years	0.0
NCT01135186	>=65 years	0.0
NCT01135186	between 18 and 65 years	9.0
NCT01135381	<=18 years	0.0
NCT01135381	>=65 years	224.0
NCT01135381	between 18 and 65 years	254.0
NCT01135394	<=18 years	0.0
NCT01135394	>=65 years	0.0
NCT01135394	between 18 and 65 years	114.0
NCT01135511	>=65 years	95.0
NCT01135511	between 18 and 44 years	84.0
NCT01135511	between 45 and 64 years	106.0
NCT01136226	<=18 years	0.0
NCT01136226	>=65 years	25.0
NCT01136226	between 18 and 65 years	17.0
NCT01136356	<=18 years	0.0
NCT01136356	>=65 years	0.0
NCT01136356	between 18 and 65 years	12.0
NCT01136382	6 to <8 years	66.0
NCT01136382	8 to- <12 years	238.0
NCT01136655	>=6 to <8 years	11.0
NCT01136655	>=8 to < 12 years	43.0
NCT01136876	<=18 years	0.0
NCT01136876	>=65 years	46.0
NCT01136876	between 18 and 65 years	11.0
NCT01136954	12-18 years	77.0
NCT01136954	6-11 years	67.0
NCT01137032	<=18 years	0.0
NCT01137032	>=65 years	3.0
NCT01137032	between 18 and 65 years	16.0
NCT01137110	<=18 years	0.0
NCT01137110	>=65 years	7.0
NCT01137110	between 18 and 65 years	77.0
NCT01137292	19 to 44 years	52.0
NCT01137292	2 to 18 years	16.0
NCT01137292	< 2 years	3.0
NCT01137292	45 to 64 years	80.0
NCT01137292	> = 65 years	26.0
NCT01137370	<=18 years	2.0
NCT01137370	>=65 years	54.0
NCT01137370	between 18 and 65 years	147.0
NCT01137435	<=18 years	275.0
NCT01137435	>=65 years	0.0
NCT01137435	between 18 and 65 years	384.0
NCT01137474	65 years and older to younger than 75 years	134.0
NCT01137474	75 years and older	8.0
NCT01137474	younger than 65 years	802.0
NCT01137539	<=18 years	0.0
NCT01137539	>=65 years	1.0
NCT01137539	between 18 and 65 years	49.0
NCT01137578	between 12 years and <18 years	63.0
NCT01137578	between 2 years and <12 years	64.0
NCT01137578	less than (<) 2 years	7.0
NCT01137682	<65 years	182.0
NCT01137682	≥ 65 years	16.0
NCT01137786	<=18 years	0.0
NCT01137786	>=65 years	21.0
NCT01137786	between 18 and 65 years	21.0
NCT01137812	<=18 years	0.0
NCT01137812	>=65 years	144.0
NCT01137812	between 18 and 65 years	611.0
NCT01137890	<=18 years	0.0
NCT01137890	>=65 years	0.0
NCT01137890	between 18 and 65 years	12.0
NCT01138111	<=18 years	0.0
NCT01138111	>=65 years	39.0
NCT01138111	between 18 and 65 years	6.0
NCT01138124	40-49 years	2465.0
NCT01138124	<40 years	706.0
NCT01138124	50-59 years	7756.0
NCT01138124	60-69 years	13709.0
NCT01138124	70-79 years	17323.0
NCT01138124	>=80 years	12243.0
NCT01138150	<=18 years	0.0
NCT01138150	>=65 years	0.0
NCT01138150	between 18 and 65 years	34.0
NCT01138475	<=18 years	0.0
NCT01138475	>=65 years	0.0
NCT01138475	between 18 and 65 years	49.0
NCT01138657	40 - 64 years	110.0
NCT01138657	< 40 years	103.0
NCT01138657	≥ 65 years	26.0
NCT01138735	<=18 years	285.0
NCT01138735	>=65 years	0.0
NCT01138735	between 18 and 65 years	0.0
NCT01138917	<=18 years	0.0
NCT01138917	>=65 years	0.0
NCT01138917	between 18 and 65 years	101.0
NCT01138969	<=18 years	0.0
NCT01138969	>=65 years	119.0
NCT01138969	between 18 and 65 years	46.0
NCT01139411	<=18 years	49.0
NCT01139411	>=65 years	0.0
NCT01139411	between 18 and 65 years	0.0
NCT01139801	<=18 years	0.0
NCT01139801	>=65 years	0.0
NCT01139801	between 18 and 65 years	50.0
NCT01140347	<65 years	312.0
NCT01140347	≥65 years	253.0
NCT01140360	<=18 years	10.0
NCT01140360	>=65 years	0.0
NCT01140360	between 18 and 65 years	11.0
NCT01140568	<=18 years	0.0
NCT01140568	>=65 years	10.0
NCT01140568	between 18 and 65 years	28.0
NCT01141205	<=18 years	0.0
NCT01141205	>=65 years	0.0
NCT01141205	between 18 and 65 years	23.0
NCT01141374	<=18 years	0.0
NCT01141374	>=65 years	0.0
NCT01141374	between 18 and 65 years	75.0
NCT01141491	<=18 years	0.0
NCT01141491	>=65 years	28.0
NCT01141491	between 18 and 65 years	108.0
NCT01141569	<=18 years	0.0
NCT01141569	>=65 years	1.0
NCT01141569	between 18 and 65 years	11.0
NCT01141595	<=18 years	10.0
NCT01141595	>=65 years	0.0
NCT01141595	between 18 and 65 years	0.0
NCT01141608	<=18 years	0.0
NCT01141608	>=65 years	0.0
NCT01141608	between 18 and 65 years	302.0
NCT01141647	<=18 years	0.0
NCT01141647	>=65 years	0.0
NCT01141647	between 18 and 65 years	1047.0
NCT01141660	<=18 years	131.0
NCT01141660	>=65 years	0.0
NCT01141660	between 18 and 65 years	0.0
NCT01142115	<=18 years	0.0
NCT01142115	>=65 years	0.0
NCT01142115	between 18 and 65 years	41.0
NCT01142232	<=18 years	0.0
NCT01142232	>=65 years	15.0
NCT01142232	between 18 and 65 years	45.0
NCT01142297	<=18 years	0.0
NCT01142297	>=65 years	4.0
NCT01142297	between 18 and 65 years	20.0
NCT01143051	<=18 years	0.0
NCT01143051	>=65 years	0.0
NCT01143051	between 18 and 65 years	24.0
NCT01143077	<=18 years	2.0
NCT01143077	>=65 years	1.0
NCT01143077	between 18 and 65 years	237.0
NCT01143090	<=18 years	2.0
NCT01143090	>=65 years	0.0
NCT01143090	between 18 and 65 years	146.0
NCT01143207	<=18 years	0.0
NCT01143207	>=65 years	0.0
NCT01143207	between 18 and 65 years	26.0
NCT01143337	40 - 50 years	16.0
NCT01143337	< 40 years	13.0
NCT01143337	50 - 60 years	26.0
NCT01143337	60 - 70 years	27.0
NCT01143337	≧ 70 years	11.0
NCT01143610	<=18 years	0.0
NCT01143610	>=65 years	0.0
NCT01143610	between 18 and 65 years	15.0
NCT01143636	<=18 years	0.0
NCT01143636	>=65 years	0.0
NCT01143636	between 18 and 65 years	26.0
NCT01143649	<=18 years	0.0
NCT01143649	>=65 years	1.0
NCT01143649	between 18 and 65 years	43.0
NCT01143714	<=18 years	0.0
NCT01143714	>=65 years	18.0
NCT01143714	between 18 and 65 years	39.0
NCT01143727	<=18 years	0.0
NCT01143727	>=65 years	7.0
NCT01143727	between 18 and 65 years	10.0
NCT01143766	<=18 years	0.0
NCT01143766	>=65 years	8.0
NCT01143766	between 18 and 65 years	48.0
NCT01143792	<=18 years	43.0
NCT01143792	>=65 years	0.0
NCT01143792	between 18 and 65 years	227.0
NCT01143883	<=18 years	3.0
NCT01143883	>=65 years	58.0
NCT01143883	between 18 and 65 years	49.0
NCT01144026	<=18 years	0.0
NCT01144026	>=65 years	0.0
NCT01144026	between 18 and 65 years	15.0
NCT01144052	<=18 years	0.0
NCT01144052	>=65 years	0.0
NCT01144052	between 18 and 65 years	19.0
NCT01144143	<=18 years	0.0
NCT01144143	>=65 years	1.0
NCT01144143	between 18 and 65 years	15.0
NCT01144286	<=18 years	0.0
NCT01144286	>=65 years	0.0
NCT01144286	between 18 and 65 years	229.0
