nctid	age	count
NCT01144455	<=18 years	0.0
NCT01144455	>=65 years	107.0
NCT01144455	between 18 and 65 years	107.0
NCT01144598	30 to 40 years	122.0
NCT01144598	41 to 50 years	120.0
NCT01144598	51 to 60 years	53.0
NCT01144598	less than 30 years	49.0
NCT01144598	over 60 years	12.0
NCT01144715	<=18 years	0.0
NCT01144715	>=65 years	25.0
NCT01144715	between 18 and 65 years	74.0
NCT01145001	<=18 years	149.0
NCT01145001	>=65 years	0.0
NCT01145001	between 18 and 65 years	5.0
NCT01145183	<=18 years	0.0
NCT01145183	>=65 years	0.0
NCT01145183	between 18 and 65 years	76.0
NCT01145352	>= 10 to < 15 years	37.0
NCT01145352	>= 15 to < 20 years	30.0
NCT01145352	>= 20 to < 30 years	10.0
NCT01145352	>=30 years	0.0
NCT01145352	>= 5 to < 10 years	24.0
NCT01145352	<5 years	1.0
NCT01145547	<=18 years	0.0
NCT01145547	>=65 years	0.0
NCT01145547	between 18 and 65 years	7.0
NCT01145625	<=18 years	2.0
NCT01145625	>=65 years	57.0
NCT01145625	between 18 and 65 years	263.0
NCT01145638	<=18 years	0.0
NCT01145638	>=65 years	62.0
NCT01145638	between 18 and 65 years	288.0
NCT01145898	<=18 years	0.0
NCT01145898	>=65 years	32.0
NCT01145898	between 18 and 65 years	24.0
NCT01146054	<=18 years	0.0
NCT01146054	>=65 years	33.0
NCT01146054	between 18 and 65 years	16.0
NCT01146275	<=18 years	0.0
NCT01146275	>=65 years	0.0
NCT01146275	between 18 and 65 years	6.0
NCT01146288	<=18 years	0.0
NCT01146288	>=65 years	0.0
NCT01146288	between 18 and 65 years	12.0
NCT01146496	number >14 years	172220.0
NCT01146600	<=18 years	0.0
NCT01146600	>=65 years	0.0
NCT01146600	between 18 and 65 years	23.0
NCT01146665	13 years	3.0
NCT01146665	14 years	12.0
NCT01146665	15 years	16.0
NCT01146665	16 years	12.0
NCT01146665	17 years	1.0
NCT01146704	<=18 years	0.0
NCT01146704	>=65 years	6.0
NCT01146704	between 18 and 65 years	25.0
NCT01146782	<=18 years	0.0
NCT01146782	>=65 years	16.0
NCT01146782	between 18 and 65 years	130.0
NCT01146795	40-49age	3.0
NCT01146795	50-59age	4.0
NCT01146795	60-69age	13.0
NCT01146795	70-79age	9.0
NCT01146795	80-89age	3.0
NCT01146834	<=18 years	0.0
NCT01146834	>=65 years	17.0
NCT01146834	between 18 and 65 years	30.0
NCT01146860	<=18 years	0.0
NCT01146860	>=65 years	30.0
NCT01146860	between 18 and 65 years	356.0
NCT01146912	<=18 years	14675.0
NCT01146912	>=65 years	0.0
NCT01146912	between 18 and 65 years	1187.0
NCT01147302	18 to 44 years	7.0
NCT01147302	45 to 64 years	8.0
NCT01147302	65 to 75 years	3.0
NCT01147341	<=18 years	0.0
NCT01147341	>=65 years	6.0
NCT01147341	between 18 and 65 years	31.0
NCT01147380	<=18 years	0.0
NCT01147380	>=65 years	3.0
NCT01147380	between 18 and 65 years	15.0
NCT01147406	<=18 years	0.0
NCT01147406	>=65 years	0.0
NCT01147406	between 18 and 65 years	41.0
NCT01147497	<=18 years	0.0
NCT01147497	>=65 years	0.0
NCT01147497	between 18 and 65 years	73.0
NCT01147627	<=18 years	0.0
NCT01147627	>=65 years	27.0
NCT01147627	between 18 and 65 years	389.0
NCT01147926	75 years and above	69.0
NCT01147926	between 65 and 75 years	82.0
NCT01147926	less than 65 years	219.0
NCT01148420	<=18 years	0.0
NCT01148420	>=65 years	0.0
NCT01148420	between 18 and 65 years	48.0
NCT01148563	<=18 years	0.0
NCT01148563	>=65 years	30.0
NCT01148563	between 18 and 65 years	106.0
NCT01148693	<=18 years	0.0
NCT01148693	>=65 years	58.0
NCT01148693	between 18 and 65 years	79.0
NCT01148745	<=18 years	0.0
NCT01148745	>=65 years	6.0
NCT01148745	between 18 and 65 years	9.0
NCT01148771	<=18 years	0.0
NCT01148771	>=65 years	0.0
NCT01148771	between 18 and 65 years	23.0
NCT01148836	<=18 years	0.0
NCT01148836	>=65 years	0.0
NCT01148836	between 18 and 65 years	15.0
NCT01148862	<=18 years	5.0
NCT01148862	>=65 years	0.0
NCT01148862	between 18 and 65 years	45.0
NCT01149096	<=18 years	11.0
NCT01149096	>=65 years	0.0
NCT01149096	between 18 and 65 years	2.0
NCT01149148	<=18 years	0.0
NCT01149148	>=65 years	9.0
NCT01149148	between 18 and 65 years	16.0
NCT01149460	<=18 years	0.0
NCT01149460	>=65 years	1.0
NCT01149460	between 18 and 65 years	35.0
NCT01149473	<=18 years	0.0
NCT01149473	>=65 years	1.0
NCT01149473	between 18 and 65 years	79.0
NCT01149486	<=18 years	0.0
NCT01149486	>=65 years	0.0
NCT01149486	between 18 and 65 years	20.0
NCT01149681	<=18 years	0.0
NCT01149681	>=65 years	9.0
NCT01149681	between 18 and 65 years	3.0
NCT01149733	<=18 years	0.0
NCT01149733	>=65 years	0.0
NCT01149733	between 18 and 65 years	32.0
NCT01149759	<=18 years	0.0
NCT01149759	>=65 years	0.0
NCT01149759	between 18 and 65 years	9.0
NCT01150357	adolescents 12 - 17 years	139.0
NCT01150357	children 6 - 11 years	128.0
NCT01150461	<=18 years	0.0
NCT01150461	>=65 years	1.0
NCT01150461	between 18 and 65 years	19.0
NCT01150500	<=18 years	0.0
NCT01150500	>=65 years	48.0
NCT01150500	between 18 and 65 years	17.0
NCT01150838	<=18 years	100.0
NCT01150838	>=65 years	0.0
NCT01150838	between 18 and 65 years	0.0
NCT01150981	<=18 years	0.0
NCT01150981	>=65 years	0.0
NCT01150981	between 18 and 65 years	35.0
NCT01151046	<=18 years	0.0
NCT01151046	>=65 years	41.0
NCT01151046	between 18 and 65 years	74.0
NCT01151085	<65 years	500.0
NCT01151085	>=65 years	446.0
NCT01151280	<=18 years	0.0
NCT01151280	>=65 years	0.0
NCT01151280	between 18 and 65 years	10.0
NCT01151410	adolescents 12 - 17 years	107.0
NCT01151410	children 6 - 11 years	101.0
NCT01151423	<=18 years	0.0
NCT01151423	>=65 years	2.0
NCT01151423	between 18 and 65 years	73.0
NCT01151436	<=18 years	0.0
NCT01151436	>=65 years	11.0
NCT01151436	between 18 and 65 years	66.0
NCT01151540	≥12 to <17 years	11.0
NCT01151540	≥17 years	21.0
NCT01151540	≥4 to <12 years	22.0
NCT01151579	<=18 years	0.0
NCT01151579	>=65 years	62.0
NCT01151579	between 18 and 65 years	27.0
NCT01151618	<=18 years	0.0
NCT01151618	>=65 years	12.0
NCT01151618	between 18 and 65 years	10.0
NCT01151813	<=18 years	0.0
NCT01151813	>=65 years	0.0
NCT01151813	between 18 and 65 years	15.0
NCT01151852	<=18 years	0.0
NCT01151852	>=65 years	27.0
NCT01151852	between 18 and 65 years	54.0
NCT01152112	<=18 years	0.0
NCT01152112	>=65 years	0.0
NCT01152112	between 18 and 65 years	74.0
NCT01152294	<=18 years	0.0
NCT01152294	>=65 years	3.0
NCT01152294	between 18 and 65 years	398.0
NCT01152307	<=18 years	0.0
NCT01152307	>=65 years	10.0
NCT01152307	between 18 and 65 years	395.0
NCT01152515	<=18 years	0.0
NCT01152515	>=65 years	10.0
NCT01152515	between 18 and 65 years	40.0
NCT01152580	<=18 years	0.0
NCT01152580	>=65 years	0.0
NCT01152580	between 18 and 65 years	18.0
NCT01153009	≤55 years	521.0
NCT01153009	>55 years	93.0
NCT01153516	<=18 years	0.0
NCT01153516	>=65 years	4.0
NCT01153516	between 18 and 65 years	18.0
NCT01153581	<=18 years	0.0
NCT01153581	>=65 years	0.0
NCT01153581	between 18 and 65 years	109.0
NCT01153620	<=18 years	0.0
NCT01153620	>=65 years	17.0
NCT01153620	between 18 and 65 years	44.0
NCT01153672	<=18 years	0.0
NCT01153672	>=65 years	2.0
NCT01153672	between 18 and 65 years	6.0
NCT01154036	20 to 29 years	6.0
NCT01154036	<20 years	1.0
NCT01154036	30 to 39 years	39.0
NCT01154036	40 to 49 years	165.0
NCT01154036	50 to 59 years	531.0
NCT01154036	60 to 64 years	297.0
NCT01154036	≥65 years	508.0
NCT01154153	>=2 to < 4 years	11.0
NCT01154153	>=4 to < 6 years	31.0
NCT01154153	>=6 to < 12 years	98.0
NCT01154231	<15 years	124.0
NCT01154231	≥15 years <65 years	179.0
NCT01154231	≥65 years	8.0
NCT01154231	unknown	1.0
NCT01154296	<25 years	3432.0
NCT01154296	>=25 years	1580.0
NCT01154322	<=18 years	16.0
NCT01154322	>=65 years	0.0
NCT01154322	between 18 and 65 years	0.0
NCT01154452	<=18 years	0.0
NCT01154452	>=65 years	17.0
NCT01154452	between 18 and 65 years	61.0
NCT01154673	<=18 years	0.0
NCT01154673	>=65 years	0.0
NCT01154673	between 18 and 65 years	32.0
NCT01154985	<=18 years	0.0
NCT01154985	>=65 years	22.0
NCT01154985	between 18 and 65 years	221.0
NCT01155024	<=18 years	0.0
NCT01155024	>=65 years	1.0
NCT01155024	between 18 and 65 years	9.0
NCT01155167	<=18 years	0.0
NCT01155167	>=65 years	40.0
NCT01155167	between 18 and 65 years	43.0
NCT01155193	29 to < 33 weeks	9284.0
NCT01155193	< 29 weeks	8963.0
NCT01155193	33 to ≤ 35 weeks	5789.0
NCT01155193	> 35 weeks	2965.0
NCT01155193	missing	2467.0
NCT01155583	<=18 years	0.0
NCT01155583	>=65 years	21.0
NCT01155583	between 18 and 65 years	23.0
NCT01155830	<=18 years	21.0
NCT01155830	>=65 years	0.0
NCT01155830	between 18 and 65 years	0.0
NCT01156311	18 to 19 years	1.0
NCT01156311	20 to 29 years	8.0
NCT01156311	30 to 39 years	40.0
NCT01156311	40 to 49 years	42.0
NCT01156311	50 to 55 years	13.0
NCT01156571	<=18 years	0.0
NCT01156571	>=65 years	5351.0
NCT01156571	between 18 and 65 years	5794.0
NCT01156701	15-44 years	85640.0
NCT01156701	45-64 years	37119.0
NCT01156701	5-14 years	47670.0
NCT01156701	>=65 years	1276.0
NCT01156987	<=18 years	0.0
NCT01156987	>=65 years	0.0
NCT01156987	between 18 and 65 years	31.0
NCT01157065	18 to 64 years	3.0
NCT01157065	≥65 years	46.0
NCT01157117	<=18 years	73.0
NCT01157117	>=65 years	0.0
NCT01157117	between 18 and 65 years	4.0
NCT01157169	<=18 years	0.0
NCT01157169	>=65 years	0.0
NCT01157169	between 18 and 65 years	40.0
NCT01157182	<=18 years	0.0
NCT01157182	>=65 years	1.0
NCT01157182	between 18 and 65 years	35.0
NCT01157364	45-65 years	49.0
NCT01157364	<45 years	6.0
NCT01157364	>65 years	54.0
NCT01157377	40-64 years	93.0
NCT01157377	< 40 years	4.0
NCT01157377	>=65 years	59.0
NCT01158157	<=18 years	0.0
NCT01158157	>=65 years	0.0
NCT01158157	between 18 and 65 years	25.0
NCT01158222	40-49	3.0
NCT01158222	50-59	9.0
NCT01158222	60-69	18.0
NCT01158222	70-79	6.0
NCT01158222	80-89	1.0
NCT01158261	<=18 years	0.0
NCT01158261	>=65 years	149.0
NCT01158261	between 18 and 65 years	151.0
NCT01158820	<=18 years	0.0
NCT01158820	>=65 years	0.0
NCT01158820	between 18 and 65 years	50.0
NCT01158950	<=18 years	0.0
NCT01158950	>=65 years	0.0
NCT01158950	between 18 and 65 years	23.0
NCT01158976	<=18 years	0.0
NCT01158976	>=65 years	0.0
NCT01158976	between 18 and 65 years	64.0
NCT01159262	<=18 years	36.0
NCT01159262	= 28 weeks to < 36 weeks gestational age	12.0
NCT01159262	>= 36 weeks to <= 44 weeks gestational age	24.0
NCT01159262	>=65 years	0.0
NCT01159262	between 18 and 65 years	0.0
NCT01159431	<=18 years	0.0
NCT01159431	>=65 years	0.0
NCT01159431	between 18 and 65 years	50.0
NCT01159535	<=18 years	0.0
NCT01159535	>=65 years	0.0
NCT01159535	between 18 and 65 years	286.0
NCT01159691	<=18 years	0.0
NCT01159691	>=65 years	62.0
NCT01159691	between 18 and 65 years	14.0
NCT01159769	<=18 years	7.0
NCT01159769	>=65 years	81.0
NCT01159769	between 18 and 65 years	127.0
NCT01160198	<=18 years	0.0
NCT01160198	>=65 years	0.0
NCT01160198	between 18 and 65 years	270.0
NCT01160458	<=18 years	0.0
NCT01160458	>=65 years	10.0
NCT01160458	between 18 and 65 years	10.0
NCT01160484	<=18 years	0.0
NCT01160484	>=65 years	27.0
NCT01160484	between 18 and 65 years	13.0
NCT01160744	<=18 years	0.0
NCT01160744	>=65 years	143.0
NCT01160744	between 18 and 65 years	135.0
NCT01160744	missing data	2.0
NCT01160848	<=18 years	15.0
NCT01160848	>=65 years	0.0
NCT01160848	between 18 and 65 years	5.0
NCT01161121	<=18 years	0.0
NCT01161121	>=65 years	7.0
NCT01161121	between 18 and 65 years	39.0
NCT01161407	<=18 years	0.0
NCT01161407	>=65 years	2.0
NCT01161407	between 18 and 65 years	10.0
NCT01161420	<=18 years	0.0
NCT01161420	>=65 years	16.0
NCT01161420	between 18 and 65 years	110.0
NCT01161563	<=18 years	0.0
NCT01161563	>=65 years	89.0
NCT01161563	between 18 and 65 years	29.0
NCT01161628	<=18 years	0.0
NCT01161628	>=65 years	6.0
NCT01161628	between 18 and 65 years	19.0
NCT01161862	<=18 years	12.0
NCT01161862	>=65 years	1.0
NCT01161862	between 18 and 65 years	11.0
NCT01162096	<=18 years	0.0
NCT01162096	>=65 years	20.0
NCT01162096	between 18 and 65 years	14.0
NCT01162135	<=18 years	0.0
NCT01162135	>=65 years	8.0
NCT01162135	between 18 and 65 years	8.0
NCT01162317	<=18 years	0.0
NCT01162317	>=65 years	0.0
NCT01162317	between 18 and 65 years	60.0
NCT01162421	< 65 years	64.0
NCT01162421	>/= 65 years	10.0
NCT01162473	<=18 years	25.0
NCT01162473	>=65 years	0.0
NCT01162473	between 18 and 65 years	0.0
NCT01162486	<=18 years	0.0
NCT01162486	>=65 years	0.0
NCT01162486	between 18 and 65 years	37.0
NCT01162499	<=18 years	6.0
NCT01162499	>=65 years	0.0
NCT01162499	between 18 and 65 years	0.0
NCT01162551	<=18 years	4.0
NCT01162551	>=65 years	0.0
NCT01162551	between 18 and 65 years	1.0
NCT01162733	greater than 18 years of age	99.0
NCT01163097	<=18 years	0.0
NCT01163097	>=65 years	0.0
NCT01163097	between 18 and 65 years	39.0
NCT01163149	adolescent (12-17 years)age group	6.0
NCT01163149	adult (≥ 18 years)age group	13.0
NCT01163266	≤55 years	387.0
NCT01163266	>55 years	75.0
NCT01163279	<=18 years	0.0
NCT01163279	>=65 years	19.0
NCT01163279	between 18 and 65 years	0.0
NCT01163604	<=18 years	0.0
NCT01163604	>=65 years	0.0
NCT01163604	between 18 and 65 years	114.0
NCT01163617	<65 years	62.0
NCT01163617	>=65 years	23.0
NCT01163656	<=18 years	66.0
NCT01163656	>=65 years	0.0
NCT01163656	between 18 and 65 years	0.0
NCT01163851	<=18 years	0.0
NCT01163851	>=65 years	6.0
NCT01163851	between 18 and 65 years	18.0
NCT01163955	<=18 years	56.0
NCT01163955	>=65 years	0.0
NCT01163955	between 18 and 65 years	0.0
NCT01164137	<=18 years	0.0
NCT01164137	>=65 years	106.0
NCT01164137	between 18 and 65 years	50.0
NCT01164644	<=18 years	0.0
NCT01164644	>=65 years	0.0
NCT01164644	between 18 and 65 years	26.0
NCT01165047	equal or greater than 18	10.0
NCT01165177	50 - 59 yoa	7286.0
NCT01165177	60 - 69 yoa	4488.0
NCT01165177	>= 70 yoa	3631.0
NCT01165216	65 years and older	4.0
NCT01165216	younger than 65 years	11.0
NCT01165320	>=12 years and <18 years	8.0
NCT01165320	>=2 years and <12 years	11.0
NCT01165320	>=3 months and <2 years	1.0
NCT01165541	<=18 years	0.0
NCT01165541	>=65 years	0.0
NCT01165541	between 18 and 65 years	20.0
NCT01165554	<=18 years	0.0
NCT01165554	>=65 years	165.0
NCT01165554	between 18 and 65 years	15.0
NCT01165840	<=18 years	1.0
NCT01165840	>=65 years	1.0
NCT01165840	between 18 and 65 years	34.0
NCT01165996	40-49 years	1.0
NCT01165996	50-59 years	1.0
NCT01165996	60-69 years	8.0
NCT01165996	70-79 years	9.0
NCT01165996	80-89 years	6.0
NCT01166139	<=18 years	1.0
NCT01166139	>=65 years	1.0
NCT01166139	between 18 and 65 years	8.0
NCT01166750	<=18 years	23.0
NCT01166750	>=65 years	0.0
NCT01166750	between 18 and 65 years	0.0
NCT01166958	<=18 years	0.0
NCT01166958	>=65 years	15.0
NCT01166958	between 18 and 65 years	11.0
NCT01166971	<=18 years	0.0
NCT01166971	>=65 years	35.0
NCT01166971	between 18 and 65 years	29.0
NCT01166984	<=18 years	0.0
NCT01166984	>=65 years	0.0
NCT01166984	between 18 and 65 years	25.0
NCT01167140	<=18 years	0.0
NCT01167140	>=65 years	6.0
NCT01167140	between 18 and 65 years	36.0
NCT01167179	<=18 years	0.0
NCT01167179	>=65 years	23.0
NCT01167179	between 18 and 65 years	137.0
NCT01167426	<=18 years	1.0
NCT01167426	>=65 years	7.0
NCT01167426	between 18 and 65 years	140.0
NCT01167452	<=18 years	1.0
NCT01167452	>=65 years	1.0
NCT01167452	between 18 and 65 years	34.0
NCT01167504	<=18 years	0.0
NCT01167504	>=65 years	0.0
NCT01167504	between 18 and 65 years	15.0
NCT01167569	<=18 years	0.0
NCT01167569	>=65 years	28.0
NCT01167569	between 18 and 65 years	29.0
NCT01167608	<=18 years	0.0
NCT01167608	>=65 years	347.0
NCT01167608	between 18 and 65 years	408.0
NCT01167608	not available	128.0
NCT01168232	20-29 years	0.0
NCT01168232	30-39 years	0.0
NCT01168232	40-49 years	0.0
NCT01168232	50-59 years	7.0
NCT01168232	60-69 years	13.0
NCT01168232	70-79 years	12.0
NCT01168232	80-89 years	2.0
NCT01168401	>=65 years	19.0
NCT01168401	greater than or equal to (>=) 18 and <64 years	83.0
NCT01168427	<=18 years	0.0
NCT01168427	>=65 years	25.0
NCT01168427	between 18 and 65 years	41.0
NCT01168687	<=18 years	0.0
NCT01168687	>=65 years	0.0
NCT01168687	between 18 and 65 years	46.0
NCT01168726	<=18 years	0.0
NCT01168726	>=65 years	0.0
NCT01168726	between 18 and 65 years	365.0
NCT01168973	<=18 years	0.0
NCT01168973	>=65 years	455.0
NCT01168973	between 18 and 65 years	798.0
NCT01168999	<=18 years	0.0
NCT01168999	>=65 years	0.0
NCT01168999	between 18 and 65 years	110.0
NCT01169038	<=18 years	0.0
NCT01169038	>=65 years	0.0
NCT01169038	between 18 and 65 years	15.0
NCT01169103	<=18 years	17.0
NCT01169103	>=65 years	0.0
NCT01169103	between 18 and 65 years	5.0
NCT01169467	<=18 years	0.0
NCT01169467	>=65 years	14.0
NCT01169467	between 18 and 65 years	70.0
NCT01169519	<=18 years	21.0
NCT01169519	>=65 years	0.0
NCT01169519	between 18 and 65 years	0.0
NCT01169532	<=18 years	0.0
NCT01169532	>=65 years	10.0
NCT01169532	between 18 and 65 years	5.0
NCT01169636	<=18 years	0.0
NCT01169636	>=65 years	2.0
NCT01169636	between 18 and 65 years	50.0
NCT01169649	<=18 years	0.0
NCT01169649	>=65 years	2.0
NCT01169649	between 18 and 65 years	9.0
NCT01170039	<=18 years	0.0
NCT01170039	>=65 years	0.0
NCT01170039	between 18 and 65 years	76.0
NCT01170208	<=18 years	0.0
NCT01170208	>=65 years	8.0
NCT01170208	between 18 and 65 years	38.0
NCT01170390	<=18 years	0.0
NCT01170390	>=65 years	0.0
NCT01170390	between 18 and 65 years	31.0
NCT01170533	<=18 years	0.0
NCT01170533	>=65 years	0.0
NCT01170533	between 18 and 65 years	25.0
NCT01170598	<60 years	18.0
NCT01170598	>=60 years	17.0
NCT01170663	<=18 years	0.0
NCT01170663	>=65 years	247.0
NCT01170663	between 18 and 65 years	418.0
NCT01170702	<=18 years	0.0
NCT01170702	>=65 years	0.0
NCT01170702	between 18 and 65 years	120.0
NCT01170715	<=18 years	0.0
NCT01170715	>=65 years	1.0
NCT01170715	between 18 and 65 years	20.0
NCT01170754	<=18 years	0.0
NCT01170754	>=65 years	12.0
NCT01170754	between 18 and 65 years	124.0
NCT01170962	21-65 years	396.0
NCT01170962	>=65 years	23.0
NCT01171118	<=18 years	0.0
NCT01171118	>=65 years	0.0
NCT01171118	between 18 and 65 years	10.0
NCT01171183	<=18 years	0.0
NCT01171183	>=65 years	0.0
NCT01171183	between 18 and 65 years	30.0
NCT01171612	>70 years	213.0
NCT01171612	between 18 and 70 years	219.0
NCT01171677	<=18 years	0.0
NCT01171677	>=65 years	4.0
NCT01171677	between 18 and 65 years	28.0
NCT01171794	<=18 years	0.0
NCT01171794	>=65 years	0.0
NCT01171794	between 18 and 65 years	86.0
NCT01171820	<=18 years	0.0
NCT01171820	>=65 years	173.0
NCT01171820	between 18 and 65 years	151.0
NCT01172067	<=18 years	0.0
NCT01172067	>=65 years	138.0
NCT01172067	between 18 and 65 years	254.0
NCT01172145	<=18 years	0.0
NCT01172145	>=65 years	21.0
NCT01172145	between 18 and 65 years	1.0
NCT01172184	<=18 years	0.0
NCT01172184	>=65 years	50.0
NCT01172184	between 18 and 65 years	61.0
NCT01172275	<=18 years	11.0
NCT01172275	>=65 years	0.0
NCT01172275	between 18 and 65 years	0.0
NCT01172418	<=18 years	0.0
NCT01172418	>=65 years	22.0
NCT01172418	between 18 and 65 years	178.0
NCT01172522	<=18 years	0.0
NCT01172522	>=65 years	0.0
NCT01172522	between 18 and 65 years	30.0
NCT01172873	<=18 years	16.0
NCT01172873	>=65 years	0.0
NCT01172873	between 18 and 65 years	0.0
NCT01173016	<=18 years	11.0
NCT01173016	>=65 years	0.0
NCT01173016	between 18 and 65 years	0.0
NCT01173029	<=18 years	0.0
NCT01173029	>=65 years	22.0
NCT01173029	between 18 and 65 years	70.0
NCT01173211	<=18 years	0.0
NCT01173211	>=65 years	0.0
NCT01173211	between 18 and 65 years	183.0
NCT01173471	>=50-<65 years	18.0
NCT01173471	<50 years	8.0
NCT01173471	>=65 years	24.0
NCT01173653	<=18 years	0.0
NCT01173653	>=65 years	0.0
NCT01173653	between 18 and 65 years	199.0
NCT01173692	<=18 years	0.0
NCT01173692	>=65 years	8.0
NCT01173692	between 18 and 65 years	32.0
NCT01174004	<=18 years	0.0
NCT01174004	>=65 years	175.0
NCT01174004	between 18 and 65 years	23.0
NCT01174030	<=18 years	0.0
NCT01174030	>=65 years	12.0
NCT01174030	between 18 and 65 years	257.0
NCT01174043	<=18 years	0.0
NCT01174043	>=65 years	10.0
NCT01174043	between 18 and 65 years	1.0
NCT01174173	<=18 years	0.0
NCT01174173	>=65 years	1.0
NCT01174173	between 18 and 65 years	10.0
NCT01174186	<=18 years	0.0
NCT01174186	>=65 years	0.0
NCT01174186	between 18 and 65 years	30.0
NCT01174342	<=18 years	0.0
NCT01174342	>=65 years	0.0
NCT01174342	between 18 and 65 years	30.0
NCT01174368	<=18 years	0.0
NCT01174368	>=65 years	1.0
NCT01174368	between 18 and 65 years	0.0
NCT01174576	<=18 years	0.0
NCT01174576	>=65 years	0.0
NCT01174576	between 18 and 65 years	16.0
NCT01174784	<=18 years	0.0
NCT01174784	>=65 years	62.0
NCT01174784	between 18 and 65 years	26.0
NCT01175005	<=18 years	62.0
NCT01175005	>=65 years	0.0
NCT01175005	between 18 and 65 years	0.0
NCT01175018	<=18 years	0.0
NCT01175018	>=65 years	9.0
NCT01175018	between 18 and 65 years	21.0
NCT01175148	18-49	21.0
NCT01175148	50--69	36.0
NCT01175148	70-80	3.0
NCT01175317	<=18 years	0.0
NCT01175317	>=65 years	36.0
NCT01175317	between 18 and 65 years	22.0
NCT01175343	<=18 years	0.0
NCT01175343	>=65 years	11.0
NCT01175343	between 18 and 65 years	34.0
NCT01175369	<=18 years	530.0
NCT01175369	>=65 years	0.0
NCT01175369	between 18 and 65 years	0.0
